,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199
10,0.0,0.0,-2221.16,0.0,-447.44,-241.56,0.0,-1659.84,5502.18,-1025.31,0.0,7201.06,-1676.9,-2276.82,0.0,-2036.42,-691.23,0.0,-640.62,-272.49,5913.0,0.0,7613.56,-2034.96,-467.88,0.0,5816.87,-958.74,0.0,-716.03,7812.46,-2487.99,0.0,-418.99,-178.63,0.0,-319.27,-292.29,-3376.83,0.0,-1139.44,-2536.53,-520.86,0.0,-724.03,-12.18,0.0,-1518.14,6201.82,-1303.49,0.0,-1461.44,-1903.01,-192.84,0.0,7789.9,-1473.42,0.0,-2226.62,8900.14,-2527.97,0.0,8219.06,5484.25,0.0,-2785.5,-1.53,-2106.11,0.0,-1944.69,-2129.67,-1538.13,0.0,-195.06,-1121.61,0.0,-685.87,-1478.25,8326.56,0.0,-411.68,6550.33,-1482.19,0.0,-834.81,4679.66,0.0,-1779.19,-1155.48,-1155.28,0.0,6622.18,-2872.26,0.0,-209.39,-2501.91,-1549.8,0.0,-601.31,-1720.16,-1603.79,0.0,-878.07,-1061.66,0.0,-844.58,-494.93,-1831.29,0.0,-2493.58,-3594.14,-2573.38,0.0,-320.57,-1537.66,0.0,-2407.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,7612.12,7492.84,6067.72,6269.93,6472.69,7240.75,6993.68,7933.38,6098.93,6009.33,5811.67,-491.41,6278.5,4933.01,8119.8,6130.64,7421.18,7593.12,6080.2,7786.6,7316.92,-1759.15,-134.07,8509.08,5053.38,6842.03,6290.32,6225.23,-356.88,7215.78,6885.05,5740.98,6206.67,6853.25,7093.68,7842.32,6279.89,-698.06,4949.92,6885.54,7754.08,9202.86,6759.43,7492.8,5667.91,-417.49,7452.46,6575.57,7769.69,5948.52,7646.87,6524.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,0.0,0.0,0.0,0.0,6465.89,0.0,0.0,0.0,6984.37,0.0,0.0,0.0,-620.16,0.0,0.0,0.0,-1569.76,0.0,0.0,-533.29,0.0,0.0,0.0,-976.01,0.0,0.0,0.0,-25.17,0.0,0.0,0.0,6965.58,0.0,0.0,0.0,10043.61,0.0,0.0,0.0,-116.3,0.0,0.0,0.0,-188.16,0.0,0.0,7947.64,0.0,0.0,0.0,8657.46,0.0,0.0,0.0,-1537.69,0.0,0.0,0.0,-1146.42,0.0,0.0,0.0,-2293.93,0.0,0.0,0.0,-2171.36,0.0,0.0,0.0,7454.86,0.0,0.0,0.0,-428.89,0.0,0.0,0.0,-1029.51,0.0,0.0,-2322.65,0.0,0.0,0.0,-1061.35,0.0,0.0,0.0,6780.51,0.0,0.0,0.0,-1519.28,0.0,0.0,0.0,6252.07,0.0,0.0,0.0,-1169.74,0.0,0.0,0.0,-490.74,0.0,0.0,9908.94,0.0,0.0,0.0,-1491.07,0.0,0.0,0.0,-2741.07,0.0,0.0,0.0,-1473.55,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0,-412.92,4829.39,-2300.89,-1018.01,5291.18,-477.71,-824.95,6557.53,6862.59,-2029.74,-1311.99,4076.2,6154.22,-113.74,-2577.89,-1102.4,3852.77,4588.03,6075.52,4607.73,5235.0,5885.38,6225.05,4232.97,5377.54,-474.98,-367.21,6803.25,4130.81,5488.5,6102.55,5834.58,-2146.83,2836.72,5111.19,5034.0,-2126.93,-553.79,5981.47,4778.64,-743.52,3577.09,4140.35,7089.99,5048.42,5090.11,4162.41,4951.92,5659.21,6241.12,-1126.35,4635.36,-1662.56,-779.19,-1117.66,5709.83,-1029.11,4557.04,4516.13,5920.44,5364.77,4476.36,-1898.91,5551.2,7026.9,6895.57,7323.27,-803.77,3962.61,-1066.64,5634.0,6395.09,6773.91,6699.38,4393.43,-1718.3,7151.68,4716.7,6044.29,6343.72,4552.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,0.0,0.0,-356.65,9454.43,0.0,11355.97,0.0,9563.63,8992.87,0.0,8539.2,0.0,8869.37,7679.9,0.0,7456.56,0.0,8084.04,6899.86,0.0,8388.88,0.0,-1049.19,-1659.12,0.0,6205.59,0.0,9616.27,7130.29,0.0,-2492.24,0.0,-2576.91,7952.58,0.0,7991.27,0.0,7791.24,6790.04,0.0,7734.64,0.0,10336.77,6139.16,0.0,7832.66,0.0,7563.87,7829.07,0.0,8021.38,0.0,-206.2,8738.9,0.0,7910.53,0.0,7333.45,7362.57,0.0,7088.93,0.0,8493.35,-1177.53,0.0,-1117.81,0.0,-444.14,0.0,-1105.72,8404.35,0.0,7775.4,0.0,-1212.18,-1178.77,0.0,7664.55,0.0,-1905.36,-1546.5,0.0,6790.55,0.0,9160.84,7668.01,0.0,-1115.89,0.0,8218.32,10481.69,0.0,10607.86,0.0,8541.66,9330.19,0.0,8280.86,0.0,6788.7,9161.66,0.0,8103.01,0.0,7975.13,8287.5,0.0,7339.04,0.0,6772.06,7883.3,0.0,8398.37,0.0,-2827.35,-1731.31,0.0,-692.4,0.0,7939.81,-601.13,0.0,9387.68,0.0,7643.02,6766.59,0.0,7028.78,0.0,-602.74,5921.16,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,3837.0,-37.51,-2620.31,5296.5,5568.04,-2661.93,-1264.45,3222.62,-2455.9,-2435.78,-370.38,-3544.66,-3161.98,-2480.19,-2929.07,-1072.86,-1420.27,-2138.77,-1934.49,-1786.49,4049.01,-3116.85,-1563.27,-3082.26,-3894.81,-1274.57,-2479.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,0.0,0.0,0.0,0.0,0.0,8602.71,0.0,0.0,0.0,0.0,8096.7,0.0,0.0,0.0,0.0,9767.93,0.0,0.0,0.0,0.0,-1196.43,0.0,0.0,0.0,0.0,8278.9,0.0,0.0,0.0,0.0,-1.69,0.0,0.0,0.0,0.0,-1441.87,0.0,0.0,0.0,0.0,-142.53,0.0,0.0,0.0,0.0,7737.13,0.0,0.0,0.0,0.0,-820.78,0.0,0.0,0.0,0.0,-901.33,0.0,0.0,0.0,0.0,-183.8,0.0,0.0,0.0,0.0,-463.61,0.0,0.0,0.0,0.0,-748.51,0.0,0.0,0.0,0.0,7971.57,0.0,0.0,0.0,0.0,-1869.0,0.0,0.0,0.0,0.0,-434.31,0.0,0.0,0.0,0.0,-2592.59,0.0,0.0,0.0,0.0,-1405.87,0.0,0.0,0.0,0.0,-1019.14,0.0,0.0,0.0,0.0,-197.34,0.0,0.0,0.0,0.0,-1236.89,0.0,0.0,0.0,0.0,-161.65,0.0,0.0,0.0,0.0,-1757.73,0.0,0.0,0.0,0.0,-1043.57,0.0,0.0,0.0,0.0,-2536.37,0.0,0.0,0.0,0.0,-1208.11,0.0,0.0,0.0,0.0,-1566.26,0.0,0.0,0.0,0.0,-348.77,0.0,0.0,0.0,0.0,-456.92,0.0,0.0,0.0,0.0,7000.18,0.0,0.0,0.0,0.0,-1432.89,0.0,0.0,0.0,0.0,-104.15,0.0,0.0,0.0,0.0,-2020.93,0.0,0.0,0.0,0.0,7993.12,0.0,0.0,0.0,0.0,-305.91,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
17,0.0,0.0,0.0,0.0,7026.3,0.0,6472.92,0.0,0.0,6983.68,0.0,5535.6,0.0,0.0,4826.56,0.0,5897.05,0.0,0.0,7279.5,0.0,-506.43,0.0,0.0,-1081.8,0.0,6366.11,0.0,0.0,7731.96,0.0,7213.92,0.0,0.0,5726.67,0.0,0.0,7720.62,0.0,5909.26,0.0,0.0,6271.32,0.0,6096.47,0.0,0.0,3711.38,0.0,4272.61,0.0,0.0,5673.49,0.0,6270.85,0.0,0.0,6071.63,0.0,-1789.11,0.0,0.0,5760.44,0.0,5865.52,0.0,0.0,5994.83,0.0,6260.53,0.0,0.0,7464.65,0.0,0.0,6588.25,0.0,6205.73,0.0,0.0,5905.31,0.0,6121.38,0.0,0.0,7910.6,0.0,5888.78,0.0,0.0,9138.56,0.0,-166.74,0.0,0.0,5603.23,0.0,6601.6,0.0,0.0,5419.78,0.0,5772.2,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,0.0,0.0,0.0,4011.44,0.0,0.0,0.0,-2983.33,0.0,0.0,1419.55,0.0,0.0,-1038.92,0.0,0.0,0.0,-144.68,0.0,0.0,-2261.1,0.0,0.0,2801.07,0.0,0.0,0.0,1488.23,0.0,0.0,2158.87,0.0,0.0,-190.72,0.0,0.0,0.0,-367.85,0.0,0.0,-862.3,0.0,0.0,-664.29,0.0,0.0,0.0,3294.99,0.0,0.0,-1310.3,0.0,0.0,-340.79,0.0,0.0,0.0,-1700.9,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,0.0,0.0,6162.47,0.0,7628.51,0.0,4653.36,0.0,5511.84,0.0,5210.62,0.0,4479.9,0.0,5585.94,0.0,6673.65,0.0,5157.21,0.0,5673.86,0.0,4205.18,0.0,5100.89,0.0,6178.73,0.0,4065.42,0.0,4888.07,0.0,5809.14,0.0,5753.39,0.0,5668.87,0.0,4859.27,0.0,5820.68,0.0,3975.09,0.0,5257.96,0.0,3546.18,0.0,7746.3,0.0,3677.87,0.0,5287.69,0.0,6374.34,0.0,4959.01,0.0,4482.84,0.0,5794.88,0.0,4747.69,0.0,4873.72,0.0,5735.09,0.0,4988.32,0.0,5044.98,0.0,5722.83,0.0,4556.57,0.0,5399.35,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,0.0,8120.65,6775.28,-519.46,-582.13,-1720.34,8427.38,-1383.73,-1467.86,8810.23,-2666.65,-3601.26,-3498.49,6199.65,-2641.62,8890.13,8374.41,-1514.93,7184.51,-1820.42,10810.06,-2553.77,-1020.45,-2331.22,9932.53,-1608.11,-1692.58,-2289.47,-755.54,-365.57,-2239.06,-1680.68,8290.51,-1652.0,-1870.59,-789.77,7603.8,-999.46,8478.76,7512.81,10768.86,6705.78,8272.52,8481.93,9289.62,9570.12,9426.35,-1285.12,-1576.04,-2796.3,7075.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
