,p0,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,p69,p70,p71,p72,p73,p74,p75,p76,p77,p78,p79,p80,p81,p82,p83,p84,p85,p86,p87,p88,p89,p90,p91,p92,p93,p94,p95,p96,p97,p98,p99,p100,p101,p102,p103,p104,p105,p106,p107,p108,p109,p110,p111,p112,p113,p114,p115,p116,p117,p118,p119,p120,p121,p122,p123,p124,p125,p126,p127,p128,p129,p130,p131,p132,p133,p134,p135,p136,p137,p138,p139,p140,p141,p142,p143,p144,p145,p146,p147,p148,p149,p150,p151,p152,p153,p154,p155,p156,p157,p158,p159,p160,p161,p162,p163,p164,p165,p166,p167,p168,p169,p170,p171,p172,p173,p174,p175,p176,p177,p178,p179,p180,p181,p182,p183,p184,p185,p186,p187,p188,p189,p190,p191,p192,p193,p194,p195,p196,p197,p198,p199
10,0.0,0.0,-4388.93,0.0,-5250.71,-3368.45,0.0,-4208.97,-3490.16,-5700.36,0.0,-7337.13,-6282.23,-4249.69,0.0,-4830.6,-2414.81,0.0,-4508.41,-5916.01,-5908.06,0.0,-5817.46,-6744.65,-4090.5,0.0,-6083.53,-4960.4,0.0,-5726.36,-5507.74,-4812.87,0.0,-2758.49,-5620.86,0.0,-5616.29,-5716.54,-4144.78,0.0,-6143.74,-4839.65,-3026.45,0.0,-6901.09,-4007.86,0.0,-4929.56,-3671.95,-6565.02,0.0,-4764.42,-5041.26,-7541.47,0.0,-4349.74,-6009.17,0.0,-4646.76,-5827.77,-5565.76,0.0,-3568.51,-4524.17,0.0,-4106.8,-5942.73,-4540.06,0.0,-4271.12,-6256.44,-2741.11,0.0,-5177.88,-4096.06,0.0,-4648.53,-6085.7,-6260.93,0.0,-4008.03,-5506.42,-4647.08,0.0,-6741.04,-7128.06,0.0,-4689.26,-5569.18,-4524.05,0.0,-4648.05,-5750.02,0.0,-6706.05,-4716.05,-6751.83,0.0,-5126.98,-3829.6,-5828.25,0.0,-4385.64,-5503.39,0.0,-3456.27,-4452.06,-4055.54,0.0,-4981.83,-5683.43,-5552.37,0.0,-7018.67,-5147.7,0.0,-6009.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,0.0,-2617.11,-6751.32,-3133.83,-3317.19,-4867.46,-3678.97,-2857.62,-3008.6,-4229.76,-3985.76,-5106.03,-3978.28,-4448.24,-3625.65,-2398.85,-5329.28,-4571.61,-4005.39,-2488.74,-3963.87,-4429.19,-3205.97,-2974.18,-3168.47,-2179.66,-2390.6,-2939.78,-4628.36,-4618.62,-3372.57,-2943.98,-3595.13,-5138.58,-3337.93,-4280.82,-3432.25,-2916.53,-2888.63,-3094.91,-3387.69,-4887.41,-4664.01,-2860.29,-3280.11,-4426.62,-3157.92,-3651.19,-4077.77,-3098.5,-4523.55,-4186.64,-2975.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,0.0,0.0,0.0,0.0,0.0,-4617.16,0.0,0.0,0.0,-5941.84,0.0,0.0,0.0,-5348.92,0.0,0.0,0.0,-5778.95,0.0,0.0,-5342.58,0.0,0.0,0.0,-7269.08,0.0,0.0,0.0,-8306.64,0.0,0.0,0.0,-6218.14,0.0,0.0,0.0,-5613.22,0.0,0.0,0.0,-7562.57,0.0,0.0,0.0,-6502.14,0.0,0.0,-6249.97,0.0,0.0,0.0,-7894.41,0.0,0.0,0.0,-6994.3,0.0,0.0,0.0,-7928.86,0.0,0.0,0.0,-6754.06,0.0,0.0,0.0,-6548.03,0.0,0.0,0.0,-7819.26,0.0,0.0,0.0,-5515.9,0.0,0.0,0.0,-6673.87,0.0,0.0,-5641.2,0.0,0.0,0.0,-6374.2,0.0,0.0,0.0,-7590.53,0.0,0.0,0.0,-6263.8,0.0,0.0,0.0,-6289.24,0.0,0.0,0.0,-5568.9,0.0,0.0,0.0,-5689.54,0.0,0.0,-7381.44,0.0,0.0,0.0,-5785.01,0.0,0.0,0.0,-8602.45,0.0,0.0,0.0,-7614.07,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,0.0,-4219.92,-2457.43,-4631.67,-2976.54,-3398.97,-2631.14,-3661.04,-2549.98,-3109.64,-3286.52,-4379.84,-3619.58,-3769.57,-3547.82,-4634.72,-3020.44,-1334.33,-3768.86,-3780.34,-3576.39,-4307.49,-4433.33,-4384.48,-6049.28,-3249.35,-2685.08,-4868.5,-3943.71,-2009.1,-2282.96,-5284.81,-3188.14,-4408.27,-3677.54,-3737.14,-2298.83,-3347.01,-3164.23,-5862.82,-3224.37,-4106.02,-2518.33,-4895.02,-4080.98,-1164.91,-4016.26,-4108.72,-4813.73,-2135.6,-3212.98,-1863.96,-3301.48,-4900.05,-2655.43,-4736.78,-4713.41,-3955.33,-4410.29,-4050.03,-4196.42,-3378.85,-3270.99,-4118.12,-4761.49,-4357.2,-4891.93,-4672.49,-4156.58,-3015.29,-3085.23,-4174.8,-4228.05,-5313.82,-4337.28,-4616.93,-3906.16,-3709.43,-4250.7,-1679.85,-3024.25,-3015.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,0.0,0.0,-7680.08,-8209.37,0.0,-7421.26,0.0,-5675.55,-8274.73,0.0,-7456.75,0.0,-7856.64,-6923.23,0.0,-7024.64,0.0,-6425.15,-7688.08,0.0,-8108.31,0.0,-6966.85,-7974.5,0.0,-7070.84,0.0,-5925.05,-7028.85,0.0,-7849.56,0.0,-8918.82,-7186.81,0.0,-7242.73,0.0,-7205.94,-6733.13,0.0,-6800.82,0.0,-7021.5,-6462.06,0.0,-5675.18,0.0,-6759.79,-6165.44,0.0,-6374.28,0.0,-7672.88,-7766.19,0.0,-4684.64,0.0,-6831.08,-5889.01,0.0,-7637.02,0.0,-6452.85,-6793.17,0.0,-6968.18,0.0,-6915.51,0.0,-6048.65,-6143.53,0.0,-7668.06,0.0,-6936.1,-5844.67,0.0,-6134.37,0.0,-7644.42,-6069.46,0.0,-5800.24,0.0,-5223.74,-6167.32,0.0,-8616.82,0.0,-6404.2,-6684.16,0.0,-7761.22,0.0,-7755.86,-6590.51,0.0,-6392.76,0.0,-7672.67,-6262.42,0.0,-7282.68,0.0,-3902.92,-7336.33,0.0,-6584.61,0.0,-7570.58,-6762.64,0.0,-7357.08,0.0,-5605.04,-6916.91,0.0,-5952.78,0.0,-5307.43,-9247.3,0.0,-6504.87,0.0,-4958.99,-8011.71,0.0,-6744.59,0.0,-8613.05,-7252.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,-3251.97,-5812.44,-4470.5,-4759.91,-5028.23,-1972.95,-6184.42,-4455.5,-6713.93,-4611.61,-4802.51,-5650.76,-5182.6,-4198.93,-4055.11,-6434.98,-4558.67,-5749.73,-5391.9,-3444.37,-4262.22,-4642.12,-5803.0,-4830.67,-4950.09,-6267.74,-6225.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,0.0,0.0,0.0,0.0,0.0,0.0,-4628.42,0.0,0.0,0.0,0.0,-3840.86,0.0,0.0,0.0,0.0,-5230.7,0.0,0.0,0.0,0.0,-3553.63,0.0,0.0,0.0,0.0,-4855.16,0.0,0.0,0.0,0.0,-6437.66,0.0,0.0,0.0,0.0,-2104.04,0.0,0.0,0.0,0.0,-4957.23,0.0,0.0,0.0,0.0,-2500.68,0.0,0.0,0.0,0.0,-4261.38,0.0,0.0,0.0,0.0,-3862.26,0.0,0.0,0.0,0.0,-6285.7,0.0,0.0,0.0,0.0,-2349.45,0.0,0.0,0.0,0.0,-3730.33,0.0,0.0,0.0,0.0,-3901.11,0.0,0.0,0.0,0.0,-5341.15,0.0,0.0,0.0,0.0,-5476.62,0.0,0.0,0.0,0.0,-3955.95,0.0,0.0,0.0,0.0,-4304.57,0.0,0.0,0.0,0.0,-4532.73,0.0,0.0,0.0,0.0,-3977.59,0.0,0.0,0.0,0.0,-4109.51,0.0,0.0,0.0,0.0,-3618.78,0.0,0.0,0.0,0.0,-2264.67,0.0,0.0,0.0,0.0,-3235.03,0.0,0.0,0.0,0.0,-4923.57,0.0,0.0,0.0,0.0,-4760.81,0.0,0.0,0.0,0.0,-4380.75,0.0,0.0,0.0,0.0,-4763.67,0.0,0.0,0.0,0.0,-4077.18,0.0,0.0,0.0,0.0,-4872.05,0.0,0.0,0.0,0.0,-4284.04,0.0,0.0,0.0,0.0,-1786.81,0.0,0.0,0.0,0.0,-2868.65,0.0,0.0,0.0,0.0,-2857.4,0.0,0.0,0.0,0.0,-3986.87,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
17,0.0,0.0,0.0,0.0,-3528.18,0.0,-4968.73,0.0,0.0,-5687.1,0.0,-5762.83,0.0,0.0,-7398.18,0.0,-6891.75,0.0,0.0,-5963.17,0.0,-4704.25,0.0,0.0,-6354.2,0.0,-4458.23,0.0,0.0,-6012.95,0.0,-6326.02,0.0,0.0,-6274.56,0.0,0.0,-6429.07,0.0,-6474.19,0.0,0.0,-7556.05,0.0,-5946.18,0.0,0.0,-6344.96,0.0,-5737.07,0.0,0.0,-6850.09,0.0,-6342.01,0.0,0.0,-5067.04,0.0,-5232.07,0.0,0.0,-6749.64,0.0,-6756.01,0.0,0.0,-5583.56,0.0,-6137.61,0.0,0.0,-6073.19,0.0,0.0,-7664.74,0.0,-6101.18,0.0,0.0,-6862.34,0.0,-6510.01,0.0,0.0,-5981.05,0.0,-5651.98,0.0,0.0,-5951.12,0.0,-4784.27,0.0,0.0,-4938.75,0.0,-6416.26,0.0,0.0,-4698.66,0.0,-5139.41,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,0.0,0.0,0.0,-8761.2,0.0,0.0,0.0,-8531.34,0.0,0.0,-8708.57,0.0,0.0,-10394.02,0.0,0.0,0.0,-8920.96,0.0,0.0,-8458.59,0.0,0.0,-9273.33,0.0,0.0,0.0,-8463.78,0.0,0.0,-8428.9,0.0,0.0,-10196.14,0.0,0.0,0.0,-8330.81,0.0,0.0,-10049.63,0.0,0.0,-7684.18,0.0,0.0,0.0,-7681.18,0.0,0.0,-8693.49,0.0,0.0,-8311.65,0.0,0.0,0.0,-8344.18,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.0,0.0,0.0,-9439.69,0.0,-9235.07,0.0,-9035.96,0.0,-7822.22,0.0,-8890.2,0.0,-6733.74,0.0,-9084.19,0.0,-8555.47,0.0,-8945.7,0.0,-8704.18,0.0,-10297.22,0.0,-10374.42,0.0,-7864.38,0.0,-7936.41,0.0,-8698.49,0.0,-9774.42,0.0,-8929.87,0.0,-8834.72,0.0,-9782.62,0.0,-8469.47,0.0,-8668.35,0.0,-5435.99,0.0,-9697.92,0.0,-8022.56,0.0,-9494.34,0.0,-9886.74,0.0,-8449.9,0.0,-9185.74,0.0,-8991.95,0.0,-9081.82,0.0,-8301.18,0.0,-10075.03,0.0,-10246.91,0.0,-10149.0,0.0,-9520.36,0.0,-9727.85,0.0,-9292.34,0.0,-9248.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
